,Year,Source,Product Name,Country Name,Volume (kg),Value (USD),Calculated Duty (USD),Edible code
983,2016,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,ICELAND,9425,20151,0,E
984,2016,IMP,GROUNDFISH OCEAN PERCH NSPF FILLET FROZEN,PORTUGAL,723,2650,0,E
985,2016,IMP,GROUNDFISH BLUE WHITING FRESH,DENMARK,24000,17400,0,E
986,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,17695,98959,0,E
987,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,1488,12603,0,E
988,2016,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,272,2640,0,E
989,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,21718,184737,0,E
990,2016,IMP,GROUNDFISH NSPF FILLET FROZEN,UNITED KINGDOM,24000,103200,0,E
991,2016,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,1139,14160,0,E
992,2016,IMP,GROUNDFISH NSPF MEAT FRESH,NETHERLANDS,11041,181984,0,E
993,2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,11342,142613,0,E
994,2016,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,57600,959288,0,E
995,2016,IMP,GROUNDFISH NSPF FILLET FRESH,SPAIN,17583,193351,0,E
996,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,222724,1423811,0,E
997,2016,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,535,9142,0,E
998,2016,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,411275,1426055,0,E
999,2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,SPAIN,2868,32265,0,E
1000,2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,UNITED KINGDOM,290,4342,0,E
1001,2016,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,43264,458614,0,E
1002,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,268881,3332419,0,E
1003,2016,IMP,GROUNDFISH HADDOCK MEAT FRESH,NORWAY,333,3412,0,E
1004,2016,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,17973,115245,0,E
1005,2016,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,NORWAY,43735,155360,0,E
1006,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,1001914,10127594,0,E
1007,2016,IMP,GROUNDFISH OCEAN PERCH NSPF FROZEN,PORTUGAL,5280,15532,0,E
1008,2016,IMP,GROUNDFISH POLLOCK NSPF FRESH,ICELAND,612,5468,0,E
1009,2016,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,90822,336042,0,E
1010,2016,IMP,GROUNDFISH COD NSPF DRIED,PORTUGAL,121709,990628,0,E
1011,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,3781923,32342934,0,E
1012,2016,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,140700,415091,0,E
1013,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,7650,117907,0,E
1014,2016,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,26055,108524,0,E
1015,2016,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,25803,130557,0,E
1016,2016,IMP,GROUNDFISH NSPF FILLET FRESH,GERMANY,12821,134512,0,E
1017,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,2814,36500,0,E
1018,2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,31434,244504,0,E
1019,2016,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,6786,54288,0,E
1020,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,51893,333945,0,E
1021,2016,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,102444,864578,0,E
1022,2016,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,ICELAND,3220,29935,0,E
1023,2016,IMP,GROUNDFISH COD NSPF DRIED,PORTUGAL,260,2884,0,E
1024,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,PORTUGAL,24231,213544,0,E
1025,2016,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,1920,7539,0,E
1026,2016,IMP,GROUNDFISH BLUE WHITING FRESH,IRELAND,46600,30290,0,E
1027,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,62243,768816,0,E
1028,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,SPAIN,180,2293,0,E
1029,2016,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,907,12840,0,E
1030,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,549875,2963300,0,E
1031,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,700,8418,0,E
1032,2016,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,9263,34274,0,E
1033,2016,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,14115,187598,0,E
1034,2016,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,1800,37900,0,E
1035,2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,8328,68850,0,E
1036,2016,IMP,GROUNDFISH NSPF FILLET FROZEN,UNITED KINGDOM,537,7495,0,E
1037,2016,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,NORWAY,236886,322164,0,E
1038,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,133308,1088433,0,E
1039,2016,IMP,GROUNDFISH POLLOCK NSPF FILLET FRESH,ICELAND,612,5400,0,E
1040,2016,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,PORTUGAL,21170,149864,0,E
1041,2016,IMP,GROUNDFISH HAKE FILLET FRESH,SPAIN,681,4065,0,E
1042,2016,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,7266,28333,0,E
1043,2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,NORWAY,53388,684504,0,E
1044,2016,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT > 50%,NORWAY,22407,137191,0,E
1045,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,282783,3193833,0,E
1046,2016,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,27770,199229,0,E
1047,2016,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,223730,2285595,0,E
1048,2016,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,17418,225350,0,E
1049,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,17418,225450,0,E
1050,2016,IMP,GROUNDFISH COD NSPF MEAT FRESH,ICELAND,554,7950,0,E
1051,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,576,4530,0,E
1052,2016,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,1134,13687,0,E
1053,2016,IMP,GROUNDFISH HAKE FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,2880,10065,0,E
1054,2016,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,1136,5705,0,E
1055,2016,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE > 50%,ICELAND,3490,24716,0,E
1056,2016,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,594,9646,0,E
1057,2016,IMP,GROUNDFISH NSPF FILLET FROZEN,ICELAND,362002,1817635,0,E
1058,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,SPAIN,2136,26020,0,E
1059,2016,IMP,GROUNDFISH NSPF MEAT FRESH,UNITED KINGDOM,3776,38518,0,E
1060,2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,181,2300,0,E
1061,2016,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,655,5915,0,E
1062,2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,896586,12497461,0,E
1063,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,714,10681,0,E
1064,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,4072,39772,0,E
1065,2016,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,5934575,15983444,0,E
1066,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,158483,2571809,0,E
1067,2016,IMP,GROUNDFISH COD NSPF FRESH,UNITED KINGDOM,508,2688,0,E
1068,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,533,4876,0,E
1069,2016,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,ICELAND,563,4875,0,E
1070,2016,IMP,GROUNDFISH NSPF FILLET FRESH,ICELAND,689,8954,0,E
1071,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,SPAIN,847,15507,0,E
1072,2016,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,205,2584,0,E
1073,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,6209,37530,0,E
1074,2016,IMP,GROUNDFISH NSPF FILLET FROZEN,PORTUGAL,8577,34738,0,E
1075,2016,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,7275,21826,0,E
1076,2016,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,391,2109,0,E
1077,2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,1120,12074,0,E
1078,2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,76152,965743,0,E
1079,2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,12047,170120,0,E
1080,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,148026,2437513,0,E
1081,2016,IMP,GROUNDFISH POLLOCK NSPF FRESH,ICELAND,49958,177683,0,E
1082,2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,2200,28309,0,E
1083,2016,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,PORTUGAL,1250,11438,0,E
1084,2016,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,1571,6227,0,E
1085,2016,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,PORTUGAL,1564,8887,0,E
1086,2016,IMP,GROUNDFISH OCEAN PERCH ATLANTIC MEAT FRESH,PORTUGAL,650,2526,0,E
1087,2016,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,124524,1811514,0,E
1088,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,785,10237,0,E
1089,2016,IMP,GROUNDFISH NSPF MEAT FRESH,SPAIN,67695,738573,0,E
1090,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,168,2614,0,E
1091,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,54941,623268,0,E
1092,2016,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,360453,1586420,0,E
1093,2016,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,59961,813725,0,E
1094,2016,IMP,GROUNDFISH NSPF MEAT FRESH,PORTUGAL,131,2860,0,E
1095,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,113287,694135,0,E
1096,2016,IMP,GROUNDFISH NSPF MEAT FRESH,NORWAY,1566751,18806116,0,E
1097,2016,IMP,GROUNDFISH NSPF MEAT FRESH,ICELAND,717,10045,0,E
1098,2016,IMP,GROUNDFISH NSPF MEAT FRESH,ICELAND,120953,1168523,0,E
1099,2016,IMP,GROUNDFISH COD NSPF FILLET FROZEN,DENMARK,6096,89271,0,E
1100,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,947,6126,0,E
1101,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,1579319,20197183,0,E
1102,2016,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,211391,1172676,0,E
1103,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,4686,24960,0,E
1104,2016,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,4589,86100,0,E
1105,2016,IMP,GROUNDFISH NSPF MEAT FRESH,NORWAY,966950,9933834,0,E
1106,2016,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",PORTUGAL,1124,7328,0,E
1107,2016,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,173631,341650,0,E
1108,2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,45112,622724,0,E
1109,2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,7177,102914,0,E
1110,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,159172,1909316,0,E
1111,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,3369,29106,0,E
1112,2016,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,59390,534512,0,E
1113,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,PORTUGAL,9034,102652,0,E
1114,2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,53061,763200,0,E
1115,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,UNITED KINGDOM,1082,5085,0,E
1116,2016,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,170559,908094,0,E
1117,2016,IMP,GROUNDFISH COD ATLANTIC FROZEN,SPAIN,3666,10999,0,E
1118,2016,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,ICELAND,1871,12825,0,E
1119,2016,IMP,GROUNDFISH NSPF FILLET DRIED/SALTED/BRINE,NORWAY,45000,812000,0,E
1120,2016,IMP,GROUNDFISH NSPF MEAT FRESH,ICELAND,905,12748,0,E
1121,2016,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,28458,141582,0,E
1122,2016,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,572,8215,0,E
1123,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,844,5886,0,E
1124,2016,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,76046,607752,0,E
1125,2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,DENMARK,643,4521,0,E
1126,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,3259,25915,0,E
1127,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,12866,150023,0,E
1128,2016,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,DENMARK,2396,25544,0,E
1129,2016,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,606795,2530097,0,E
1130,2016,IMP,GROUNDFISH NSPF MEAT FRESH,ICELAND,632775,6955719,0,E
1131,2016,IMP,GROUNDFISH COD NSPF MEAT FRESH,ICELAND,443,5500,0,E
1132,2016,IMP,GROUNDFISH POLLOCK NSPF SALTED WHOLE/DRESSED,PORTUGAL,5000,34146,0,E
1133,2016,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,1886841,16914186,0,E
1134,2016,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,12116,135193,0,E
1135,2016,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,129454,1638896,0,E
1136,2016,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,718,5304,0,E
1137,2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,43251,586682,0,E
1138,2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,227385,3031768,0,E
1139,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,450,3020,0,E
1140,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,2823,16671,0,E
1141,2017,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,NORWAY,2100,42800,0,E
1142,2017,IMP,GROUNDFISH COD NSPF FILLET FRESH,PORTUGAL,11500,84095,0,E
1143,2017,IMP,GROUNDFISH CUSK FILLET FROZEN,NORWAY,2140,4237,0,E
1144,2017,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,PORTUGAL,18651,120267,0,E
1145,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,172334,766436,0,E
1146,2017,IMP,GROUNDFISH HADDOCK MEAT FRESH,ICELAND,170,2648,0,E
1147,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,17532,205273,0,E
1148,2017,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,1120,3250,0,E
1149,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,851,7923,0,E
1150,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,1006498,14459125,0,E
1151,2017,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,19871,76134,0,E
1152,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,978947,12374828,0,E
1153,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,139257,1807944,0,E
1154,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,499,6320,0,E
1155,2017,IMP,GROUNDFISH HADDOCK FROZEN,GERMANY,224597,694010,0,E
1156,2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,1678,27620,0,E
1157,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,220245,596056,0,E
1158,2017,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,103809,1421205,0,E
1159,2017,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,340,4500,0,E
1160,2017,IMP,GROUNDFISH NSPF FILLET FROZEN,PORTUGAL,3123,14533,0,E
1161,2017,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,SPAIN,162,3781,0,E
1162,2017,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,NORWAY,23950,76560,0,E
1163,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,623478,8017365,0,E
1164,2017,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,22043,90496,0,E
1165,2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,PORTUGAL,1980,25167,0,E
1166,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,976,13105,0,E
1167,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,1134,13500,0,E
1168,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,3503,19489,0,E
1169,2017,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",UNITED KINGDOM,1353,10588,0,E
1170,2017,IMP,GROUNDFISH OCEAN PERCH NSPF FROZEN,PORTUGAL,6120,18492,0,E
1171,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,1908760,24746599,0,E
1172,2017,IMP,GROUNDFISH COD NSPF DRIED,PORTUGAL,105795,920186,0,E
1173,2017,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,SPAIN,2072,23525,0,E
1174,2017,IMP,GROUNDFISH POLLOCK NSPF FILLET SALTED,ICELAND,24000,148102,0,E
1175,2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,26670,385098,0,E
1176,2017,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,102156,952321,0,E
1177,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,23861,273891,0,E
1178,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,UNITED KINGDOM,408,3690,0,E
1179,2017,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,15142,56024,0,E
1180,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,662447,3859709,0,E
1181,2017,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,879699,3188151,0,E
1182,2017,IMP,GROUNDFISH COD NSPF DRIED,PORTUGAL,9144,84833,0,E
1183,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,254,2956,0,E
1184,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,UNITED KINGDOM,3646,43847,0,E
1185,2017,IMP,GROUNDFISH NSPF FILLET DRIED/SALTED/BRINE,NORWAY,7650,179400,0,E
1186,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,UNITED KINGDOM,1815,16400,0,E
1187,2017,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,57080,971248,0,E
1188,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,33935,433913,0,E
1189,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,5778,64274,0,E
1190,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,11045,91649,0,E
1191,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,4223,66287,0,E
1192,2017,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,4863567,15743729,0,E
1193,2017,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,185608,365210,0,E
1194,2017,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,ICELAND,1000,4845,0,E
1195,2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,55397,610670,0,E
1196,2017,IMP,GROUNDFISH HAKE FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,12840,47105,0,E
1197,2017,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,766525,2421772,0,E
1198,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,6553,71327,0,E
1199,2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,ICELAND,2509,30452,0,E
1200,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,204,5710,0,E
1201,2017,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,10139,126064,0,E
1202,2017,IMP,GROUNDFISH NSPF FILLET DRIED/SALTED/BRINE,ICELAND,9580,59328,0,E
1203,2017,IMP,GROUNDFISH POLLOCK ATLANTIC FILLET FROZEN,ICELAND,145560,732910,0,E
1204,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,UNITED KINGDOM,210,2546,0,E
1205,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,4990,40257,0,E
1206,2017,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,ICELAND,181,2280,0,E
1207,2017,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,10984,158972,0,E
1208,2017,IMP,GROUNDFISH COD ATLANTIC MEAT FRESH,NORWAY,2021,10780,0,E
1209,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,3220,38575,0,E
1210,2017,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,22270,49199,0,E
1211,2017,IMP,GROUNDFISH NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,13172,73641,0,E
1212,2017,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,13107,50784,0,E
1213,2017,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,4020,14873,0,E
1214,2017,IMP,GROUNDFISH HADDOCK FROZEN,UNITED KINGDOM,3301,10200,0,E
1215,2017,IMP,GROUNDFISH NSPF FILLET DRIED/SALTED/BRINE,NORWAY,36000,672500,0,E
1216,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,3484849,29837816,0,E
1217,2017,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE,PORTUGAL,84285,716237,0,E
1218,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,5408,56737,0,E
1219,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,956,9533,0,E
1220,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,5849,68517,0,E
1221,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,2368,16825,0,E
1222,2017,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,1972913,18400343,0,E
1223,2017,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,98650,371267,0,E
1224,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,60706,809859,0,E
1225,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,GERMANY,240109,3094927,0,E
1226,2017,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,PORTUGAL,69637,127183,0,E
1227,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,609,4575,0,E
1228,2017,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,13567,164774,0,E
1229,2017,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,10738,56739,0,E
1230,2017,IMP,GROUNDFISH NSPF MEAT FRESH,ICELAND,3258,45658,0,E
1231,2017,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,723,8938,0,E
1232,2017,IMP,GROUNDFISH POLLOCK NSPF FILLET FRESH,ICELAND,486,2144,0,E
1233,2017,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,3016,8275,0,E
1234,2017,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,25596,264458,0,E
1235,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,209,2259,0,E
1236,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,37142,308870,0,E
1237,2017,IMP,GROUNDFISH HADDOCK FRESH,UNITED KINGDOM,280,3549,0,E
1238,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,7513,75834,0,E
1239,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,317,3710,0,E
1240,2017,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,6497,34770,0,E
1241,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,IRELAND,256,3686,0,E
1242,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,13699,107894,0,E
1243,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,523,3100,0,E
1244,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,UNITED KINGDOM,210,2546,0,E
1245,2017,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,14370,147664,0,E
1246,2017,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,232600,2570873,0,E
1247,2017,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,960,2650,0,E
1248,2017,IMP,GROUNDFISH HADDOCK FILLET FRESH,UNITED KINGDOM,2419,24054,0,E
1249,2017,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",UNITED KINGDOM,3050,53064,0,E
1250,2017,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,4959,27195,0,E
1251,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,8204,55593,0,E
1252,2017,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,16368,86034,0,E
1253,2017,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,717,8417,0,E
